fecha,bytes_total,requests_total,total_transfer,promedio_por_request,peso_imagenes,peso_scripts,peso_css,fcp,lcp,speed_index,tbt,clst,cpu_time_ms,cpu_avg_percent,ram_avg_mb,energia_kwh,co2_kg,eficiencia_transferencia_kb_request,porcentaje_imagenes
2026-04-18,8324656,266,8328980,31311.954887218046,598545,1542557,74125,12160.003000000004,22102.31330000002,12160.003000000004,186,0.019655,2018.584000000006,0.1631578947368421,9.125,0.014992164,0.0067464738000000005,31.311954887218047,0.07186294120048313
2026-04-19,2133813,205,2133813,10408.843902439025,406253,413884,82305,4275.7481,14034.86489999999,5324.419427395755,8,0.089141,1095.4440000000047,0.1823529411764706,9.1328125,0.0038408634,0.0017283885300000002,10.408843902439024,0.1903882861337896
2026-04-20,2664294,221,2664294,12055.628959276019,407602,926040,81902,11213.597400000002,17393.72950000001,11213.597400000002,263,0,2537.788000000003,37.042857142857144,472.05078125,0.0047957292,0.00215807814,12.055628959276019,0.1529868700676427
2026-04-21,2135845,208,2135845,10268.485576923076,407482,413874,82313,4279.169000000001,14962.858999999993,5056.923847717847,21,0.08812,1061.0600000000034,28.566666666666663,420.91796875,0.003844521,0.00173003445,10.268485576923077,0.1907825708326213
2026-04-22,2729145,213,2729145,12812.887323943662,469242,925791,81831,5996.1667,16744.422500000004,7393.104194393761,127.48654999999872,0.08838500000000002,1525.776000000007,24.45,457.17578125,0.004912461,0.0022106074500000002,12.812887323943661,0.17193736499892823
2026-04-24,2118488,208,2118488,10185.038461538461,406953,402721,81860,4272.2513,14716.576149999988,5243.555660127486,8.5,0.088582,1067.0120000000045,21.41428571428571,416.96205357142856,0.0038132784,0.0017159752800000002,10.185038461538461,0.19209596655728048
2026-04-26,2749515,220,2749515,12497.795454545454,410013,1001818,82533,11573.607499999995,17891.555500000002,11573.607499999995,91.5,0,1551.2600000000052,11.416666666666666,441.1373697916667,0.004949127,0.00222710715,12.497795454545454,0.14912193605053983
2026-04-27,2746889,220,2746889,12485.85909090909,407676,1001875,81962,11448.638000000003,17461.409000000003,11448.638000000003,165.5,0.017296,2451.2280000000087,60.699999999999996,432.44140625,0.004944400200000001,0.00222498009,12.485859090909091,0.14841371456946387
2026-04-28,2733644,220,2733644,12425.654545454545,400589,1002884,82436,10265.787249999998,17221.93619999999,10265.787249999998,98.50000000000091,0,1605.9160000000081,13.8,423.6947544642857,0.0049205592,0.00221425164,12.425654545454545,0.14654029566395624
2026-04-29,2668511,220,2668511,12129.595454545455,390782,960336,76732,11620.873799999996,17187.4285,11620.873799999996,94.5,0,1556.0480000000068,10.933333333333335,442.46484375,0.004803319800000001,0.0021614939100000003,12.129595454545456,0.1464419670745221
2026-05-01,6653934,243,6658258,27400.238683127573,592843,1141099,74273,10011.2116,19358.031199999994,10011.2116,212,0,1944.7440000000045,14.033333333333333,476.37109375,0.011984864400000001,0.005393188980000001,27.400238683127572,0.0890387545811532
2026-05-04,2059653,213,2059653,9669.732394366198,342240,377014,74257,3278.7879999999996,14760.062500000007,6743.57298736988,45,0.08555199999999999,1544.9760000000097,19.542857142857144,473.24776785714283,0.0037073754,0.00166831893,9.669732394366198,0.1661639120764517
2026-05-05,2802778,225,2802778,12456.791111111112,483936,970276,74272,11557.327299999999,17627.723799999996,11557.327299999999,96,0,1527.904000000008,12.9,437.09095982142856,0.0050450004,0.0022702501800000003,12.456791111111112,0.1726629793726082
2026-05-06,2696377,221,2696377,12200.800904977375,350845,1007891,81994,11566.822600000001,17959.990799999992,11566.822600000001,126.20510000000013,0,1529.3880000000058,7.266666666666667,439.078125,0.0048534786,0.00218406537,12.200800904977376,0.1301171905857378
2026-05-07,2702041,230,2702041,11748.004347826087,349626,1007668,86384,10260.778750000001,18050.074050000003,10260.778750000001,126.30479999999989,0,1564.8160000000064,6.222222222222222,607.96484375,0.0048636738,0.00218865321,11.748004347826086,0.12939329936148267
2026-05-08,2615882,221,2615882,11836.570135746606,333627,964786,76610,11635.898699999998,17368.412450000007,11635.898699999998,155,0,2715.684000000013,42.371428571428574,471.97433035714283,0.0047085876,0.00211886442,11.836570135746605,0.12753900978713872
2026-05-12,2669742,218,2669742,12246.522935779816,350270,994758,84232,6384.301300000001,17997.852600000013,7439.525344736571,179,0.085599,1625.4840000000052,17.842857142857145,442.0161830357143,0.004805535600000001,0.0021624910200000002,12.246522935779817,0.13119994366496837
