fecha,bytes_total,requests_total,total_transfer,promedio_por_request,peso_imagenes,peso_scripts,peso_css,fcp,lcp,speed_index,tbt,clst,cpu_time_ms,cpu_avg_percent,ram_avg_mb,energia_kwh,co2_kg,eficiencia_transferencia_kb_request,porcentaje_imagenes
2026-04-18,1465349,75,1465349,19537.986666666668,1146,1021526,300463,5775.278,7056.146000000001,5775.278,243,0.000714,942.248000000003,0.25833333333333336,9.125,0.0026376282,0.00118693269,19.53798666666667,0.0007820662517939413
2026-04-19,1471606,75,1471606,19621.413333333334,849,1022791,304887,5404.0779999999995,7571.0779999999995,5404.0779999999995,255.5,0.000714,986.0200000000042,0.13333333333333333,9.13671875,0.0026488908000000004,0.0011920008600000002,19.621413333333333,0.0005769207247048462
2026-04-20,1472519,75,1472519,19633.586666666666,849,1023614,304887,5847.447999999999,7284.692999999998,5847.447999999999,237.5,0.000714,951.9440000000043,3.1166666666666667,314.6647135416667,0.0026505342,0.00119274039,19.633586666666666,0.0005765630188812504
2026-04-21,1471944,75,1471944,19625.92,1147,1023640,304887,5853.344,7132.621,5853.344,243,0.000714,961.7360000000035,8.316666666666666,374.423828125,0.0026494992,0.0011922746400000002,19.625919999999997,0.000779241601582669
2026-04-22,1461128,75,1461128,19481.706666666665,1147,1011493,306947,5845.994000000001,7423.839999999999,5845.994000000001,243.49999999999818,0.000714,970.4600000000034,1.0333333333333334,311.3997395833333,0.0026300304,0.00118351368,19.481706666666664,0.0007850099375277184
2026-04-24,1469219,76,1469219,19331.82894736842,849,1017033,307270,5687.897000000001,7352.836999999999,5687.897000000001,228.5,0.000714,958.4840000000034,1.5333333333333332,314.97265625,0.0026445941999999997,0.00119006739,19.331828947368418,0.0005778580320564871
2026-04-26,1470905,74,1470905,19877.094594594593,1147,1017399,307247,5693.1759999999995,7431.3745,5693.1759999999995,236,0.000714,979.9000000000042,1.0333333333333334,363.1399739583333,0.002647629,0.00119143305,19.877094594594592,0.0007797920327961357
2026-04-27,1467584,74,1467584,19832.216216216217,849,1016807,306447,5708.5825,7449.524000000001,5708.5825,245.4999999999991,0.000714,1003.4600000000025,1.7714285714285716,413.6484375,0.0026416512,0.0011887430400000002,19.832216216216217,0.0005785018097771576
2026-04-28,1467264,74,1467264,19827.891891891893,1266,1020665,306220,5871.366,7758.713500000001,5871.366,272.5,0.000714,1006.8360000000041,1.0333333333333334,311.771484375,0.0026410752,0.00118848384,19.827891891891895,0.0008628304108872023
2026-04-29,1468845,74,1468845,19849.256756756757,849,1021189,305801,5846.008,7584.1815,5846.008,234.49999999999818,0.000714,965.388000000002,1.0333333333333334,311.5149739583333,0.002643921,0.0011897644500000002,19.849256756756755,0.0005780051673253475
2026-05-01,1470125,75,1470125,19601.666666666668,849,1021100,306706,5840.726000000001,8185.088500000002,5840.726000000001,229.5,0.000714,987.2120000000032,1.5666666666666667,314.2109375,0.0026462250000000003,0.00119080125,19.601666666666667,0.0005775019131026274
2026-05-04,1461861,74,1461861,19754.87837837838,849,1014296,306266,5867.668,7469.227999999999,5867.668,244.5,0.000714,1013.6680000000047,20.8,343.5709635416667,0.0026313498,0.00118410741,19.75487837837838,0.0005807665708299216
2026-05-05,1466726,74,1466726,19820.62162162162,1266,1018114,307393,5855.237999999999,7445.445499999998,5855.237999999999,232.9999999999991,0.000714,976.9240000000034,2.0833333333333335,331.9147135416667,0.0026401068,0.0011880480600000001,19.82062162162162,0.0008631468999663195
2026-05-06,1467479,74,1467479,19830.797297297297,849,1018139,307393,5861.786,8137.505999999999,5861.786,229.5,0.000714,944.5880000000045,2.066666666666667,311.7317708333333,0.0026414622000000003,0.00118865799,19.8307972972973,0.000578543202321805
2026-05-07,1474190,74,1474190,19921.486486486487,849,1020524,306516,5560.753500000001,6844.753500000001,5560.753500000001,227.5,0.000714,938.556000000005,0.5166666666666667,315.5416666666667,0.002653542,0.0011940939000000001,19.921486486486486,0.0005759094824954721
2026-05-08,1475684,74,1475684,19941.675675675677,849,1022805,306623,5695.089,7584.4165,5695.089,240.5,0.000714,989.3400000000054,7.283333333333334,340.3033854166667,0.0026562312,0.00119530404,19.941675675675675,0.0005753264248985555
