fecha,bytes_total,requests_total,total_transfer,promedio_por_request,peso_imagenes,peso_scripts,peso_css,fcp,lcp,speed_index,tbt,clst,cpu_time_ms,cpu_avg_percent,ram_avg_mb,energia_kwh,co2_kg,eficiencia_transferencia_kb_request,porcentaje_imagenes
2026-04-18,15820846,130,15820846,121698.81538461539,4643484,4163091,37307,8931.465,24387.798499999994,8931.465,784.4999999999991,0.018754,2455.296,0.06153846153846154,9.12109375,0.0284775228,0.01281488526,121.69881538461539,0.2935041526856402
2026-04-19,24116961,125,24116961,192935.688,4128340,4163060,37337,8930.356500000002,39545.0775,8930.356500000002,767,0.053057,2830.8039999999983,0.0761904761904762,9.140625,0.0434105298,0.019534738410000002,192.935688,0.171179942613831
2026-04-20,18659668,122,18659668,152948.09836065574,4036094,4163131,37311,9005.157000000001,21351.511000000002,9005.157000000001,662,0.047502,2525.535999999998,35.714285714285715,606.53515625,0.0335874024,0.015114331080000001,152.94809836065573,0.21630041863552985
2026-04-21,16197492,130,16197492,124596.0923076923,4559174,4163118,37310,9004.914,39814.21,9004.914,699,0.053057,2412.6880000000006,47.67142857142857,606.5870535714286,0.029155485600000003,0.013119968520000002,124.5960923076923,0.2814740701832111
2026-04-22,15791064,129,15791064,122411.3488372093,4520610,4163787,37311,8337.8115,39042.40250000002,8685.110770323221,809,0.053057,2559.1600000000003,48.199999999999996,583.9224330357143,0.0284239152,0.012790761840000001,122.4113488372093,0.2862764662343209
2026-04-24,12294634,138,12294634,89091.55072463768,4728491,4408678,37316,8947.576,40615.6215,9419.058760767759,937.4999999999995,0.053057,2541.2160000000017,34.77142857142858,585.1902901785714,0.0221303412,0.009958653540000001,89.09155072463768,0.38459794736467956
2026-04-26,20968685,132,20968685,158853.67424242425,4334234,4409962,37295,9091.476999999999,40527.7895,10083.121867200249,955.5,0.053057,2560.9359999999997,63.371428571428574,649.0809151785714,0.037743633000000006,0.016984634850000003,158.85367424242426,0.2067003247938533
2026-04-27,17025477,141,17025477,120748.06382978724,4695269,4322459,37292,8783.592,40163.643500000006,10700.805407955897,1370.0000000000036,0.053057,3178.440000000008,73.025,731.17919921875,0.030645858600000003,0.013790636370000001,120.74806382978724,0.2757789987323116
2026-04-28,25992364,145,25992364,179257.68275862068,5289706,4336185,37292,9007.222999999998,40259.61000000001,11312.045624075769,1112.5,0.053057,3019.376000000004,44.5,744.12060546875,0.0467862552,0.02105381484,179.2576827586207,0.2035100000907959
2026-04-29,24097217,149,24097217,161726.28859060403,4973936,4330826,37404,8857.4745,39723.87200000002,9184.674839380787,1087.0000000000036,0.053057,2785.2680000000073,47.31428571428571,699.5920758928571,0.0433749906,0.019518745770000002,161.72628859060404,0.2064112216775904
2026-05-01,31073591,132,31073591,235405.99242424243,5412783,4383927,37318,8860.744,40502.9235,10931.326865484934,897,0.053057,2515.8080000000004,56.24285714285714,660.4040178571429,0.055932463800000005,0.025169608710000003,235.40599242424244,0.17419238735555218
2026-05-04,23325089,129,23325089,180814.6434108527,4344372,4384408,37323,8859.1695,43915.262,10452.377814495798,1296.5,0.053057,3065.4600000000046,85.525,782.4208984375,0.0419851602,0.01889332209,180.8146434108527,0.18625317999858435
2026-05-05,21858534,130,21858534,168142.56923076924,4226364,4385339,37322,8930.803499999998,43271.092,9367.758404333299,950,0.053057,2541.184000000003,58.92857142857143,650.9112723214286,0.0393453612,0.01770541254,168.14256923076923,0.19335075261680404
2026-05-06,13919040,133,13919040,104654.43609022556,3869094,4384189,38746,7881.8820000000005,21417.737,8035.434874878634,918,0.016484,2489.5360000000005,33.9,602.6780133928571,0.025054272000000002,0.011274422400000001,104.65443609022556,0.27797132560866267
2026-05-07,33446168,149,33446168,224470.92617449665,4554733,4381341,38753,8708.6165,40343.6775,9140.768009077688,965.0000000000018,0.053057,2548.292000000008,43.1,656.6160714285714,0.0602031024,0.02709139608,224.47092617449664,0.1361810118277227
2026-05-08,18068135,136,18068135,132853.9338235294,4551288,4387445,38751,8933.119999999999,41444.212000000014,11195.823367027773,1460.5,0.053057,3218.144000000005,74.975,824.4970703125,0.032522643,0.014635189350000001,132.8539338235294,0.2518958376168874
2026-05-12,26762937,149,26762937,179617.0268456376,5120763,4387748,38752,8931.1555,22460.259000000002,9204.476540691237,901.5,0.053057,2511.6440000000025,64.68571428571428,678.5747767857143,0.048173286600000004,0.02167797897,179.61702684563758,0.19133785652897511
2026-05-13,30300100,141,30300100,214894.32624113475,4741040,4420083,38753,8783.080500000002,40858.750499999995,10686.041177035657,910,0.053057,2527.8920000000026,71.4,687.3297991071429,0.05454018,0.024543081,214.89432624113476,0.1564694505958726
